,LEVEL_REGION,GOLD_CUP_LEVEL_REGION,GAME_TYPE,TEAM,MP,WIN,LOSS,DRAW,TEAM_SCORE,OPPONENT_SCORE,GOAL_DIFF,POINTS
376,U10 Girls State/Premier-Group F,Silver-Region 6 East 1,STATE_CUP,Roseville Youth Soccer Club Roseville SC 2015G Green,1.0,0.0,1.0,0.0,0.0,3.0,-3.0,0.0
377,U10 Girls State/Premier-Group F,Silver-Region 6 East 2,STATE_CUP,Placer United Soccer Club Placer United 15G Gold,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
378,U10 Girls State/Premier-Group G,Gold-Region 5,STATE_CUP,Black Oaks Youth Soccer Club Black Oaks Little Comets 2015G,1.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0
379,U10 Girls State/Premier-Group G,Gold-Region 5,STATE_CUP,Mill Valley Soccer Club MVSC Rockers 2015,1.0,0.0,1.0,0.0,1.0,3.0,-2.0,0.0
380,U10 Girls State/Premier-Group G,Gold-Region 5,STATE_CUP,Napa United Napa United Pre-Academy 15G Premier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,U10 Girls State/Premier-Group G,Gold-Region 5,STATE_CUP,Sonoma Valley United SVU Girls 15 Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,U10 Girls State/Premier-Group H,Gold-Region 5,STATE_CUP,Marin FC Marin FC G15Blue,2.0,2.0,0.0,0.0,9.0,0.0,9.0,6.0
383,U10 Girls State/Premier-Group H,Gold-Region 5,STATE_CUP,North Coast Futbol Club North Coast FC 15G Blue,2.0,1.0,1.0,0.0,3.0,6.0,-3.0,3.0
384,U10 Girls State/Premier-Group H,Gold-Region 5,STATE_CUP,Santa Rosa United Soccer Santa Rosa United 15G Gold,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
385,U10 Girls State/Premier-Group H,no region,STATE_CUP,u10 Girls TBD - 1,3.0,0.0,3.0,0.0,0.0,9.0,-9.0,0.0
386,U10 Girls State/Premier-Group I,Gold-Region 7,STATE_CUP,Clovis Crossfire  15G Blue,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0
387,U10 Girls State/Premier-Group I,Gold-Region 7,STATE_CUP,Kings County Soccer Club Kings County 15G Orange,1.0,0.0,1.0,0.0,0.0,8.0,-8.0,0.0
388,U10 Girls State/Premier-Group I,Gold-Region 7,STATE_CUP,South Valley United Soccer Club South Valley United G15 Black,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0
389,U10 Girls State/Premier-Group I,Gold-Region 8,STATE_CUP,CV Futbol Academy CVFA 15G Academy,1.0,1.0,0.0,0.0,8.0,0.0,8.0,3.0
390,U10 Girls State/Premier-Group J,Gold-Region 7,STATE_CUP,California Odyssey Soccer Club COSC 15G Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,U10 Girls State/Premier-Group J,Gold-Region 8,STATE_CUP,MANTECA FUTBOL CLUB Manteca Futbol Club 15G,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0
392,U10 Girls State/Premier-Group J,Silver-Region 8,STATE_CUP,Valley Surf Valley Surf 15G Academy I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,U10 Girls State/Premier-Group J,no region,STATE_CUP,Ajax United 15G Green Pre-GA,1.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0
394,U10 Girls State/Premier-Group K,Gold-Region 1,STATE_CUP,JSC Soccer Club JSC 15G Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,U10 Girls State/Premier-Group K,Gold-Region 1,STATE_CUP,OV Toros FC OV Toros FC 2015G Black,1.0,1.0,0.0,0.0,6.0,2.0,4.0,3.0
396,U10 Girls State/Premier-Group K,Silver-Region 2,STATE_CUP,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Green,1.0,0.0,1.0,0.0,2.0,6.0,-4.0,0.0
397,U10 Girls State/Premier-Group K,no region,STATE_CUP,Santa Clara Sporting Santa Clara Sporting 15G Green,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,U10 Girls State/Premier-Group L,Gold-Region 1,STATE_CUP,Dnamo FC Dnamo FC Ajax,1.0,0.0,1.0,0.0,1.0,6.0,-5.0,0.0
399,U10 Girls State/Premier-Group L,Gold-Region 1,STATE_CUP,Santa Clara Sporting Santa Clara Sporting 15G White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,U10 Girls State/Premier-Group L,no region,STATE_CUP,Almaden FC Almaden FC Quicksilver 15G Green,1.0,1.0,0.0,0.0,6.0,1.0,5.0,3.0
401,U10 Girls State/Premier-Group L,no region,STATE_CUP,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,U10 Girls State/Premier-Group M,Gold-Region 1,STATE_CUP,Girls Unite Girls Unite 2015G Fierce Purple,1.0,1.0,0.0,0.0,4.0,2.0,2.0,3.0
403,U10 Girls State/Premier-Group M,Gold-Region 1,STATE_CUP,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,2.0,1.0,1.0,0.0,6.0,6.0,0.0,3.0
404,U10 Girls State/Premier-Group M,Gold-Region 1,STATE_CUP,Palo Alto SC Palo Alto SC 15G Pre Academy,1.0,1.0,0.0,0.0,5.0,0.0,5.0,3.0
405,U10 Girls State/Premier-Group M,Silver-Region 2,STATE_CUP,Los Gatos United Soccer Club 2015G I,2.0,0.0,2.0,0.0,3.0,10.0,-7.0,0.0
406,no state cup,Gold-Region 6,STATE_CUP,Reno APEX Soccer Club 2015 Girls Premier,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0
