,LEVEL_REGION,GOLD_CUP_LEVEL_REGION,GAME_TYPE,TEAM,MP,WIN,LOSS,DRAW,TEAM_SCORE,OPPONENT_SCORE,GOAL_DIFF,POINTS
0,Bronze-North  Region 5,U10 Girls Bronze-Group H,FALL_LEAGUE,Rohnert Park Soccer Club RP Aftershocks,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
1,Bronze-North  Region 5,U10 Girls Bronze-Group H,FALL_LEAGUE,Santa Rosa South YSC Santa Rosa South Tigers,3.0,0.0,1.0,2.0,6.0,9.0,-3.0,2.0
2,Bronze-North  Region 5,U10 Girls Gold/Silver-Group I,FALL_LEAGUE,Santa Rosa Empire Soccer Club Santa Rosa Empire SC 15G Surge,3.0,3.0,0.0,0.0,8.0,2.0,6.0,9.0
3,Bronze-North  Region 5,U10 Girls Gold/Silver-Group J,FALL_LEAGUE,Napa United Napa United Pre-Academy 15G Elite,2.0,1.0,1.0,0.0,3.0,3.0,0.0,3.0
4,Bronze-North  Region 5,U10 Girls Gold/Silver-Group J,FALL_LEAGUE,Sonoma County Premier Sonoma County Premier 2015 Girls,3.0,0.0,2.0,1.0,3.0,7.0,-4.0,1.0
5,Bronze-North  Region 5,no state cup,FALL_LEAGUE,Black Oaks Youth Soccer Club Black Oaks Little Lady Oaks 2015G,2.0,0.0,1.0,1.0,3.0,6.0,-3.0,1.0
6,Bronze-North  Region 5,no state cup,FALL_LEAGUE,WESCO United WESCO 15G,2.0,1.0,1.0,0.0,5.0,3.0,2.0,3.0
7,Bronze-Region 1  North,U10 Girls Gold/Silver-Group I,FALL_LEAGUE,SF Elite SFEA 2015G Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Bronze-Region 1  North,no state cup,FALL_LEAGUE,Belmont United Soccer Club Belmont United 15G Wave FC Black,1.0,1.0,0.0,0.0,4.0,1.0,3.0,3.0
9,Bronze-Region 1  North,no state cup,FALL_LEAGUE,Dnamo FC Dnamo FC Lazio,1.0,0.0,1.0,0.0,1.0,5.0,-4.0,0.0
10,Bronze-Region 1  North,no state cup,FALL_LEAGUE,Girls Unite Girls Unite 2015G Believe Gray,1.0,1.0,0.0,0.0,5.0,1.0,4.0,3.0
11,Bronze-Region 1  North,no state cup,FALL_LEAGUE,SF Aftershocks FC SF Aftershocks 15G Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Bronze-Region 1  North,no state cup,FALL_LEAGUE,San Bruno Lowen 83 Cheetahs Black 15/16G,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
13,Bronze-Region 1  North,no state cup,FALL_LEAGUE,San Carlos United Soccer Club San Carlos United SC 15G Blue,1.0,0.0,1.0,0.0,1.0,4.0,-3.0,0.0
14,Bronze-Region 1  North,no state cup,FALL_LEAGUE,San Francisco Seals SF Seals 15G Black,1.0,0.0,1.0,0.0,0.0,3.0,-3.0,0.0
15,Bronze-Region 1  South,U10 Girls Bronze-Group C,FALL_LEAGUE,Pacifica United Soccer Club Pacifica United SC G2015 Cyclones Blue,2.0,1.0,1.0,0.0,7.0,6.0,1.0,3.0
16,Bronze-Region 1  South,U10 Girls Bronze-Group K,FALL_LEAGUE,Bay Area Surf 15G,2.0,1.0,1.0,0.0,6.0,13.0,-7.0,3.0
17,Bronze-Region 1  South,U10 Girls Gold/Silver-Group M,FALL_LEAGUE,AYSO United Silicon Valley United Silicon Valley 15G Red,2.0,2.0,0.0,0.0,12.0,0.0,12.0,6.0
18,Bronze-Region 1  South,no state cup,FALL_LEAGUE,ALBION SC Silicon Valley SM SM G15 Academy,1.0,1.0,0.0,0.0,9.0,1.0,8.0,3.0
19,Bronze-Region 1  South,no state cup,FALL_LEAGUE,Burlingame Soccer Club Burlingame SC 2015G Green,2.0,0.0,2.0,0.0,4.0,14.0,-10.0,0.0
20,Bronze-Region 1  South,no state cup,FALL_LEAGUE,JSC Soccer Club JSC 15G White,2.0,0.0,2.0,0.0,4.0,10.0,-6.0,0.0
21,Bronze-Region 1  South,no state cup,FALL_LEAGUE,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G,1.0,0.0,1.0,0.0,0.0,4.0,-4.0,0.0
22,Bronze-Region 1  South,no state cup,FALL_LEAGUE,Red Star Soccer Academy Red Star 15G Red,2.0,1.0,1.0,0.0,8.0,4.0,4.0,3.0
23,Bronze-Region 1  South,no state cup,FALL_LEAGUE,Santa Clara Youth Soccer League SC LIONS 2015G BLACK - ARREOLA,2.0,2.0,0.0,0.0,12.0,6.0,6.0,6.0
24,Bronze-Region 1  South,no state cup,FALL_LEAGUE,Stanford Strikers FC Stanford Strikers 15G Red,2.0,1.0,1.0,0.0,5.0,9.0,-4.0,3.0
25,Bronze-Region 2,U10 Girls Bronze-Group K,FALL_LEAGUE,Monterey Surf Soccer Club Monterey Surf 15G Academy I,2.0,1.0,1.0,0.0,6.0,8.0,-2.0,3.0
26,Bronze-Region 2,no state cup,FALL_LEAGUE,Allstars United 15G White,2.0,2.0,0.0,0.0,7.0,3.0,4.0,6.0
27,Bronze-Region 2,no state cup,FALL_LEAGUE,Almaden FC Almaden FC Quicksilver 15G White,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0
28,Bronze-Region 2,no state cup,FALL_LEAGUE,Alum Rock Fútbol Club AR - Cheetahs- 2015G,3.0,3.0,0.0,0.0,14.0,4.0,10.0,9.0
29,Bronze-Region 2,no state cup,FALL_LEAGUE,Hollister Tremors Hollister Tremors 2015G Dragons,2.0,1.0,1.0,0.0,2.0,4.0,-2.0,3.0
30,Bronze-Region 2,no state cup,FALL_LEAGUE,Lobitos Soccer Club Lobitos S.C.- Lady Tiburones FC,2.0,2.0,0.0,0.0,10.0,1.0,9.0,6.0
31,Bronze-Region 2,no state cup,FALL_LEAGUE,Los Gatos United Soccer Club 2015G II,3.0,0.0,3.0,0.0,2.0,6.0,-4.0,0.0
32,Bronze-Region 2,no state cup,FALL_LEAGUE,North Valley Youth Soccer League NV/SJ United 15G Green Ladybugs,2.0,1.0,1.0,0.0,10.0,4.0,6.0,3.0
33,Bronze-Region 2,no state cup,FALL_LEAGUE,OV Toros FC OV Toros FC 2015G White,3.0,1.0,2.0,0.0,4.0,15.0,-11.0,3.0
34,Bronze-Region 2,no state cup,FALL_LEAGUE,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 BLUE,2.0,0.0,2.0,0.0,1.0,10.0,-9.0,0.0
35,Bronze-Region 3  North,U10 Girls Bronze-Group B,FALL_LEAGUE,East Bay Eclipse Soccer Club Eclipse 2015 Girls Lunar,1.0,0.0,1.0,0.0,1.0,7.0,-6.0,0.0
36,Bronze-Region 3  North,U10 Girls Bronze-Group D,FALL_LEAGUE,Walnut Creek Surf Soccer Club Walnut Creek Surf 15G Black,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
37,Bronze-Region 3  North,U10 Girls Gold/Silver-Group B,FALL_LEAGUE,Mustang Soccer Mustang SC Fever 15F,1.0,1.0,0.0,0.0,7.0,1.0,6.0,3.0
38,Bronze-Region 3  North,U10 Girls Gold/Silver-Group H,FALL_LEAGUE,Solano Surf Solano Surf 15G Blue,1.0,0.0,1.0,0.0,3.0,8.0,-5.0,0.0
39,Bronze-Region 3  North,no state cup,FALL_LEAGUE,California Magic Soccer Club Cal Magic 2015G West,1.0,1.0,0.0,0.0,8.0,3.0,5.0,3.0
40,Bronze-Region 3  North,no state cup,FALL_LEAGUE,Mt Diablo Mustang Soccer 2015G White,2.0,2.0,0.0,0.0,8.0,3.0,5.0,6.0
41,Bronze-Region 3  North,no state cup,FALL_LEAGUE,Walnut Creek Surf Soccer Club Walnut Creek FS U10G - Salter,1.0,0.0,1.0,0.0,3.0,7.0,-4.0,0.0
42,Bronze-Region 3  South,U10 Girls Bronze-Group B,FALL_LEAGUE,Dublin United Dublin United 15G Green,3.0,0.0,2.0,1.0,6.0,15.0,-9.0,1.0
43,Bronze-Region 3  South,U10 Girls Bronze-Group C,FALL_LEAGUE,Fremont Rush Soccer Fremont Rush 2015G Blue,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0
44,Bronze-Region 3  South,U10 Girls Bronze-Group D,FALL_LEAGUE,Hayward Youth Soccer League HYSL Premier Chaos 15G,3.0,3.0,0.0,0.0,10.0,5.0,5.0,9.0
45,Bronze-Region 3  South,U10 Girls Gold/Silver-Group B,FALL_LEAGUE,Pleasanton Rage Pleasanton RAGE 15 Select I,2.0,1.0,1.0,0.0,9.0,7.0,2.0,3.0
46,Bronze-Region 3  South,U10 Girls Gold/Silver-Group C,FALL_LEAGUE,Livermore Fusion SC Fusion SC 2015 Girls Gold,3.0,1.0,2.0,0.0,10.0,6.0,4.0,3.0
47,Bronze-Region 3  South,no state cup,FALL_LEAGUE,1974 Newark FC 1974 NFC 15G White,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0
48,Bronze-Region 3  South,no state cup,FALL_LEAGUE,San Ramon FC San Ramon FC 15G Red,3.0,1.0,1.0,1.0,5.0,7.0,-2.0,4.0
49,Bronze-Region 4,U10 Girls Bronze-Group C,FALL_LEAGUE,Castro Valley Soccer Club Castro Valley SC CVSC United 2015 Girls Yellow,5.0,4.0,0.0,1.0,24.0,6.0,18.0,13.0
50,Bronze-Region 4,U10 Girls Bronze-Group D,FALL_LEAGUE,Clippers FC 2015 Girls White,3.0,2.0,1.0,0.0,11.0,4.0,7.0,6.0
51,Bronze-Region 4,U10 Girls Gold/Silver-Group B,FALL_LEAGUE,Sheriffs FC Sheriffs FC 2015/16G Yellow,2.0,1.0,1.0,0.0,13.0,5.0,8.0,3.0
52,Bronze-Region 4,no state cup,FALL_LEAGUE,East Bay United EBUSC Bay Oaks 15G Blue,3.0,0.0,3.0,0.0,0.0,29.0,-29.0,0.0
53,Bronze-Region 4,no state cup,FALL_LEAGUE,Eastshore Alliance FC Alliance 2015G Orange,2.0,0.0,1.0,1.0,2.0,3.0,-1.0,1.0
54,Bronze-Region 4,no state cup,FALL_LEAGUE,San Pablo United YSC San Pablo Lobitas,3.0,1.0,2.0,0.0,9.0,12.0,-3.0,3.0
55,Bronze-Region 6 East 1,U10 Girls Bronze-Group F,FALL_LEAGUE,El Dorado Hills Soccer Club EDHSC 15G Blue,2.0,2.0,0.0,0.0,7.0,1.0,6.0,6.0
56,Bronze-Region 6 East 1,U10 Girls Bronze-Group F,FALL_LEAGUE,Folsom Lake Surf FLS 15G Academy II,2.0,0.0,2.0,0.0,0.0,8.0,-8.0,0.0
57,Bronze-Region 6 East 1,U10 Girls Bronze-Group G,FALL_LEAGUE,San Juan Soccer Club Spirits 15 Red,3.0,2.0,0.0,1.0,13.0,3.0,10.0,7.0
58,Bronze-Region 6 East 1,no state cup,FALL_LEAGUE,Azzurri FC 15G Blue,2.0,0.0,2.0,0.0,4.0,10.0,-6.0,0.0
59,Bronze-Region 6 East 1,no state cup,FALL_LEAGUE,Butte United Soccer Club BUSC 2015G Red,2.0,0.0,2.0,0.0,2.0,10.0,-8.0,0.0
60,Bronze-Region 6 East 1,no state cup,FALL_LEAGUE,Prospector Soccer Club Prospector SC 2015G,3.0,2.0,0.0,1.0,12.0,6.0,6.0,7.0
61,Bronze-Region 6 East 2,U10 Girls Bronze-Group F,FALL_LEAGUE,Placer United Soccer Club Placer United 15G Black,2.0,1.0,0.0,1.0,8.0,4.0,4.0,4.0
62,Bronze-Region 6 East 2,U10 Girls Bronze-Group F,FALL_LEAGUE,Roseville Youth Soccer Club Roseville SC 2015G Black,3.0,2.0,1.0,0.0,12.0,6.0,6.0,6.0
63,Bronze-Region 6 East 2,U10 Girls Bronze-Group G,FALL_LEAGUE,Yuba Elite FC Yuba Elite FC 15G Black,2.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0
64,Bronze-Region 6 East 2,U10 Girls Gold/Silver-Group E,FALL_LEAGUE,Rocklin FC Rocklin FC 15G Grey,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0
65,Bronze-Region 6 East 2,no state cup,FALL_LEAGUE,Butte United Soccer Club BUSC 2015G Gold,2.0,0.0,2.0,0.0,3.0,10.0,-7.0,0.0
66,Bronze-Region 6 East 2,no state cup,FALL_LEAGUE,Granite Bay FC Chaos 15,2.0,1.0,1.0,0.0,6.0,5.0,1.0,3.0
67,Bronze-Region 6 East 2,no state cup,FALL_LEAGUE,Truckee River United FC TRU FC 15 Girls,4.0,1.0,2.0,1.0,7.0,12.0,-5.0,4.0
68,Bronze-Region 6 West 1,U10 Girls Bronze-Group E,FALL_LEAGUE,Sacramento United 15G White,2.0,1.0,1.0,0.0,5.0,10.0,-5.0,3.0
69,Bronze-Region 6 West 1,U10 Girls Bronze-Group E,FALL_LEAGUE,Woodland Soccer Club WSC 15G Orange,1.0,1.0,0.0,0.0,5.0,4.0,1.0,3.0
70,Bronze-Region 6 West 1,U10 Girls Gold/Silver-Group G,FALL_LEAGUE,Sacramento Soccer Alliance 15G Blue,2.0,0.0,1.0,1.0,5.0,7.0,-2.0,1.0
71,Bronze-Region 6 West 1,U10 Girls Gold/Silver-Group H,FALL_LEAGUE,Davis Legacy Soccer Club Davis Legacy 15G White,2.0,0.0,1.0,1.0,6.0,7.0,-1.0,1.0
72,Bronze-Region 6 West 1,no state cup,FALL_LEAGUE,American River FC Freedom 15 Blue,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
73,Bronze-Region 6 West 1,no state cup,FALL_LEAGUE,Elk Grove Soccer 2015G EG,2.0,0.0,1.0,1.0,4.0,7.0,-3.0,1.0
74,Bronze-Region 6 West 1,no state cup,FALL_LEAGUE,Elk Grove Soccer 2015G NF,2.0,2.0,0.0,0.0,13.0,3.0,10.0,6.0
75,Bronze-Region 6 West 2,U10 Girls Bronze-Group E,FALL_LEAGUE,East Sacramento Youth Soccer Club 2015 East Sac Storm,3.0,0.0,3.0,0.0,1.0,14.0,-13.0,0.0
76,Bronze-Region 6 West 2,U10 Girls Bronze-Group E,FALL_LEAGUE,Sacramento Soccer Alliance 15G White,3.0,2.0,1.0,0.0,14.0,7.0,7.0,6.0
77,Bronze-Region 6 West 2,U10 Girls Bronze-Group G,FALL_LEAGUE,Union Sacramento FC Union FC 15G JDP,3.0,3.0,0.0,0.0,19.0,2.0,17.0,9.0
78,Bronze-Region 6 West 2,U10 Girls Bronze-Group G,FALL_LEAGUE,Woodland Soccer Club WSC 15G White,3.0,0.0,3.0,0.0,3.0,17.0,-14.0,0.0
79,Bronze-Region 6 West 2,no state cup,FALL_LEAGUE,Elk Grove Soccer 2015G GK,3.0,2.0,1.0,0.0,10.0,12.0,-2.0,6.0
80,Bronze-Region 6 West 2,no state cup,FALL_LEAGUE,Vacaville United Soccer Club VUSC 2015 Girls Elite,3.0,2.0,1.0,0.0,13.0,8.0,5.0,6.0
81,Bronze-Region 8,U10 Girls Gold/Silver-Group K,FALL_LEAGUE,CV Futbol Academy CVFA 15G Black,3.0,2.0,0.0,1.0,17.0,3.0,14.0,7.0
82,Bronze-Region 8,U10 Girls Gold/Silver-Group K,FALL_LEAGUE,Turlock Academica Jrs Turlock Academica Jrs 15G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Bronze-Region 8,no state cup,FALL_LEAGUE,Atwater Kaos Futbol Club Kaos 2015G Blue Silva,2.0,0.0,2.0,0.0,1.0,12.0,-11.0,0.0
84,Bronze-Region 8,no state cup,FALL_LEAGUE,Merced United FC MUFC 2015G White,2.0,0.0,2.0,0.0,1.0,8.0,-7.0,0.0
85,Bronze-Region 8,no state cup,FALL_LEAGUE,Sierra United Soccer Club Sierra United 15G,3.0,2.0,0.0,1.0,7.0,3.0,4.0,7.0
86,Bronze-South  Region 5,U10 Girls Bronze-Group H,FALL_LEAGUE,Marin FC Marin FC G15Steel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Bronze-South  Region 5,U10 Girls Bronze-Group H,FALL_LEAGUE,Mill Valley Soccer Club MVSC Rockers White 2015,1.0,0.0,1.0,0.0,2.0,3.0,-1.0,0.0
88,Bronze-South  Region 5,U10 Girls Bronze-Group I,FALL_LEAGUE,North Marin United North Marin United '15 Girls Esteem,2.0,2.0,0.0,0.0,7.0,5.0,2.0,6.0
89,Bronze-South  Region 5,U10 Girls Bronze-Group I,FALL_LEAGUE,Ross Valley Breakers FC Breakers 15G,1.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0
90,Bronze-South  Region 5,U10 Girls Bronze-Group I,FALL_LEAGUE,Tiburon Peninsula Soccer Club TPSC Sharks 2015 Girls,1.0,0.0,1.0,0.0,3.0,4.0,-1.0,0.0
91,Bronze-South  Region 5,no state cup,FALL_LEAGUE,Corte Madera Football Club Corte Madera FC Girls White 2015,1.0,0.0,1.0,0.0,2.0,5.0,-3.0,0.0
92,Copper-Region 1  North,U10 Girls Bronze-Group I,FALL_LEAGUE,Peninsula Youth Soccer Peninsula SC Tornadoes Red 15G,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
93,Copper-Region 1  North,no state cup,FALL_LEAGUE,Belmont United Soccer Club Belmont United 15G Wave FC Blue,1.0,1.0,0.0,0.0,8.0,1.0,7.0,3.0
94,Copper-Region 1  North,no state cup,FALL_LEAGUE,Burlingame Soccer Club Burlingame SC 2015G Purple,1.0,0.0,1.0,0.0,1.0,8.0,-7.0,0.0
95,Copper-Region 1  North,no state cup,FALL_LEAGUE,Girls Unite Girls Unite 2015G Hope White,1.0,0.0,1.0,0.0,0.0,3.0,-3.0,0.0
96,Copper-Region 1  North,no state cup,FALL_LEAGUE,San Bruno Lowen 83 Cheetahs White 15/16G,1.0,0.0,1.0,0.0,2.0,3.0,-1.0,0.0
97,Copper-Region 1  North,no state cup,FALL_LEAGUE,San Francisco Glens Soccer Club SF Glens 15G Black,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0
98,Copper-Region 1  North,no state cup,FALL_LEAGUE,San Mateo County FC SMC 15G Academy Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Copper-Region 1  South,no state cup,FALL_LEAGUE,ALBION SC Silicon Valley East Bay EB G15 Academy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Copper-Region 1  South,no state cup,FALL_LEAGUE,AYSO United Silicon Valley United Silicon Valley 15G Blue,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
101,Copper-Region 1  South,no state cup,FALL_LEAGUE,Allstars United 15G Black,2.0,0.0,2.0,0.0,2.0,10.0,-8.0,0.0
102,Copper-Region 1  South,no state cup,FALL_LEAGUE,Mountain View Los Altos Soccer Club MVLA 15G Barcelona Gold,1.0,1.0,0.0,0.0,5.0,0.0,5.0,3.0
103,Copper-Region 1  South,no state cup,FALL_LEAGUE,Palo Alto SC Palo Alto SC 15G Red,2.0,0.0,2.0,0.0,2.0,13.0,-11.0,0.0
104,Copper-Region 1  South,no state cup,FALL_LEAGUE,Peninsula Youth Soccer Peninsula SC Tornadoes White 15G,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
105,Copper-Region 1  South,no state cup,FALL_LEAGUE,Red Star Soccer Academy Red Star 15G White,2.0,1.0,0.0,1.0,11.0,5.0,6.0,4.0
106,Copper-Region 1  South,no state cup,FALL_LEAGUE,Stanford Strikers FC Stanford Strikers 15G White,1.0,1.0,0.0,0.0,5.0,1.0,4.0,3.0
107,Copper-Region 1  South,no state cup,FALL_LEAGUE,WSC Crush WSC Crush 15 Girls Orange,2.0,1.0,0.0,1.0,8.0,4.0,4.0,4.0
108,Copper-Region 1 Central,U10 Girls Bronze-Group K,FALL_LEAGUE,Sunnyvale Alliance SC 15G Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Copper-Region 1 Central,no state cup,FALL_LEAGUE,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Team,3.0,0.0,2.0,1.0,5.0,17.0,-12.0,1.0
110,Copper-Region 1 Central,no state cup,FALL_LEAGUE,Belmont United Soccer Club Belmont United 15G Wave FC White,1.0,1.0,0.0,0.0,4.0,1.0,3.0,3.0
111,Copper-Region 1 Central,no state cup,FALL_LEAGUE,Central Valley San Jose SC CVSJ 15G Queen Cobras,3.0,2.0,0.0,1.0,15.0,1.0,14.0,7.0
112,Copper-Region 1 Central,no state cup,FALL_LEAGUE,Milpitas YSL FC Milpitas Wildcats 15,1.0,0.0,1.0,0.0,0.0,11.0,-11.0,0.0
113,Copper-Region 1 Central,no state cup,FALL_LEAGUE,San Carlos United Soccer Club San Carlos United SC 15G White,2.0,0.0,0.0,2.0,3.0,3.0,0.0,2.0
114,Copper-Region 1 Central,no state cup,FALL_LEAGUE,Sentinels Soccer Club 2015 SENTINELS ACADEMY GIRLS,2.0,1.0,1.0,0.0,11.0,5.0,6.0,3.0
115,Copper-Region 2,U10 Girls Bronze-Group K,FALL_LEAGUE,De Anza Force Force 15G Elite,1.0,0.0,1.0,0.0,2.0,5.0,-3.0,0.0
116,Copper-Region 2,no state cup,FALL_LEAGUE,Almaden FC Almaden FC Quicksilver 15G Yellow,2.0,1.0,0.0,1.0,5.0,3.0,2.0,4.0
117,Copper-Region 2,no state cup,FALL_LEAGUE,Audax Soccer Club Audax 2015G Orange,1.0,1.0,0.0,0.0,4.0,0.0,4.0,3.0
118,Copper-Region 2,no state cup,FALL_LEAGUE,Hollister Tremors Hollister Tremors 2015G Phoenix,2.0,0.0,1.0,1.0,7.0,10.0,-3.0,1.0
119,Copper-Region 2,no state cup,FALL_LEAGUE,Los Gatos United Soccer Club 2015G III,3.0,1.0,1.0,1.0,10.0,12.0,-2.0,4.0
120,Copper-Region 2,no state cup,FALL_LEAGUE,North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,3.0,2.0,1.0,0.0,13.0,11.0,2.0,6.0
121,Copper-Region 2,no state cup,FALL_LEAGUE,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,3.0,1.0,2.0,0.0,7.0,8.0,-1.0,3.0
122,Copper-Region 2,no state cup,FALL_LEAGUE,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0
123,Copper-Region 2,no state cup,FALL_LEAGUE,Santa Cruz Mid-County Youth Soccer Club SURF 15G,2.0,0.0,2.0,0.0,1.0,5.0,-4.0,0.0
124,Copper-Region 2,no state cup,FALL_LEAGUE,Santa Cruz United Football Club 2015G Blue,1.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0
125,Copper-Region 2,no state cup,FALL_LEAGUE,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,3.0,2.0,0.0,1.0,5.0,2.0,3.0,7.0
126,Copper-Region 3,U10 Girls Bronze-Group A,FALL_LEAGUE,Mustang Soccer Mustang SC Wolves 15F,2.0,0.0,2.0,0.0,4.0,10.0,-6.0,0.0
127,Copper-Region 3,U10 Girls Bronze-Group B,FALL_LEAGUE,Pleasanton Rage Pleasanton RAGE 15 Select II,2.0,1.0,1.0,0.0,10.0,5.0,5.0,3.0
128,Copper-Region 3,U10 Girls Bronze-Group D,FALL_LEAGUE,East Bay Eclipse Soccer Club Eclipse 2015 Girls Solar,2.0,2.0,0.0,0.0,11.0,1.0,10.0,6.0
129,Copper-Region 3,no state cup,FALL_LEAGUE,California Magic Soccer Club Cal Magic 2015G Sky,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0
130,Copper-Region 3,no state cup,FALL_LEAGUE,Dublin United Dublin United 15G Black,3.0,0.0,3.0,0.0,0.0,25.0,-25.0,0.0
131,Copper-Region 3,no state cup,FALL_LEAGUE,Livermore Fusion SC Fusion SC 2015 Girls Evo I,2.0,1.0,1.0,0.0,6.0,8.0,-2.0,3.0
132,Copper-Region 3,no state cup,FALL_LEAGUE,Livermore Fusion SC Fusion SC 2015 Girls Evo II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Copper-Region 3,no state cup,FALL_LEAGUE,Mt Diablo Mustang Soccer 2015G Alliance,3.0,3.0,0.0,0.0,15.0,2.0,13.0,9.0
134,Copper-Region 3,no state cup,FALL_LEAGUE,San Ramon FC San Ramon FC 15G Grey,3.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0
135,Copper-Region 4,U10 Girls Bronze-Group A,FALL_LEAGUE,Alameda Soccer Club Alameda SC Islanders 15G White,2.0,1.0,0.0,1.0,10.0,4.0,6.0,4.0
136,Copper-Region 4,U10 Girls Bronze-Group A,FALL_LEAGUE,Piedmont SC Highlanders 2015G Grey,2.0,0.0,2.0,0.0,1.0,8.0,-7.0,0.0
137,Copper-Region 4,U10 Girls Bronze-Group B,FALL_LEAGUE,Football Club Alliance FCA 15G Blue,2.0,1.0,1.0,0.0,16.0,9.0,7.0,3.0
138,Copper-Region 4,no state cup,FALL_LEAGUE,Clippers FC 2015 Girls Blue,1.0,0.0,1.0,0.0,3.0,16.0,-13.0,0.0
139,Copper-Region 4,no state cup,FALL_LEAGUE,East Bay United EBUSC Bay Oaks 15G Premier II,2.0,1.0,1.0,0.0,3.0,4.0,-1.0,3.0
140,Copper-Region 4,no state cup,FALL_LEAGUE,Eastshore Alliance FC Alliance 2015G Red,2.0,2.0,0.0,0.0,5.0,2.0,3.0,6.0
141,Copper-Region 4,no state cup,FALL_LEAGUE,Richmond Sol Cobras RSOLFC15G,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,0.0
142,Copper-Region 4,no state cup,FALL_LEAGUE,Richmond United SC Richmond United Panthers,2.0,1.0,0.0,1.0,10.0,4.0,6.0,4.0
143,Gold-Region 1,U10 Girls State/Premier-Group K,FALL_LEAGUE,JSC Soccer Club JSC 15G Black,1.0,1.0,0.0,0.0,5.0,2.0,3.0,3.0
144,Gold-Region 1,U10 Girls State/Premier-Group K,FALL_LEAGUE,OV Toros FC OV Toros FC 2015G Black,1.0,0.0,1.0,0.0,0.0,3.0,-3.0,0.0
145,Gold-Region 1,U10 Girls State/Premier-Group L,FALL_LEAGUE,Dnamo FC Dnamo FC Ajax,2.0,0.0,2.0,0.0,5.0,13.0,-8.0,0.0
146,Gold-Region 1,U10 Girls State/Premier-Group L,FALL_LEAGUE,Santa Clara Sporting Santa Clara Sporting 15G White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Gold-Region 1,U10 Girls State/Premier-Group M,FALL_LEAGUE,Girls Unite Girls Unite 2015G Fierce Purple,2.0,0.0,2.0,0.0,0.0,9.0,-9.0,0.0
148,Gold-Region 1,U10 Girls State/Premier-Group M,FALL_LEAGUE,Mountain View Los Altos Soccer Club MVLA 15G Barcelona White,3.0,1.0,2.0,0.0,1.0,8.0,-7.0,3.0
149,Gold-Region 1,U10 Girls State/Premier-Group M,FALL_LEAGUE,Palo Alto SC Palo Alto SC 15G Pre Academy,2.0,2.0,0.0,0.0,9.0,2.0,7.0,6.0
150,Gold-Region 1,no state cup,FALL_LEAGUE,Burlingame Soccer Club Burlingame SC 2015G Gold,3.0,2.0,1.0,0.0,13.0,9.0,4.0,6.0
151,Gold-Region 1,no state cup,FALL_LEAGUE,Monterey County Soccer-ECFC Salinas ECFC 15G,3.0,2.0,1.0,0.0,13.0,3.0,10.0,6.0
152,Gold-Region 1,no state cup,FALL_LEAGUE,Mountain View Los Altos Soccer Club MVLA 16G Spurs Blue,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0
153,Gold-Region 1,no state cup,FALL_LEAGUE,Santa Clara Sporting Santa Clara Sporting 16G Green,2.0,1.0,1.0,0.0,4.0,4.0,0.0,3.0
154,Gold-Region 3/4,U10 Girls State/Premier-Group A,FALL_LEAGUE,Livermore Fusion SC Fusion SC 2015 Girls Maroon,2.0,0.0,2.0,0.0,5.0,8.0,-3.0,0.0
