,0,1,2,3,4,5,6
128,12537,"Oct 19, 2024
9:00 AM PDT",North Marin United North Marin United '15 Girls Esteem,-,Tiburon Peninsula Soccer Club TPSC Sharks 2015 Girls,Hill Recreation Area - Field A,Bronze South - Region 5
129,12545,"Oct 19, 2024
2:00 PM PDT",Ross Valley Breakers FC Breakers 15G,-,North Marin United North Marin United '15 Girls Esteem,"Manor Elementary - 150 Oak Manor Drive, Fairfax",Bronze South - Region 5
130,12520,"Oct 20, 2024
5:00 PM PDT",Mill Valley Soccer Club MVSC Rockers White 2015,-,Ross Valley Breakers FC Breakers 15G,Bayfront Park - Bell/Ropers,Bronze South - Region 5
131,12546,"Oct 27, 2024
2:00 PM PDT",Marin FC Marin FC G15Steel,-,Corte Madera Football Club Corte Madera FC Girls White 2015,Hall Middle School - Hall Middle School,Bronze South - Region 5
132,12538,"Nov 10, 2024
10:00 AM PST",Corte Madera Football Club Corte Madera FC Girls White 2015,-,Ross Valley Breakers FC Breakers 15G,Town Park Corte Madera - Field H,Bronze South - Region 5
133,12541,"Nov 16, 2024
9:00 AM PST",North Marin United North Marin United '15 Girls Esteem,-,Corte Madera Football Club Corte Madera FC Girls White 2015,Hill Recreation Area - Field A,Bronze South - Region 5
134,12540,"Nov 16, 2024
2:00 PM PST",Tiburon Peninsula Soccer Club TPSC Sharks 2015 Girls,-,Mill Valley Soccer Club MVSC Rockers White 2015,McKegney Green - McKegney Green 1 - 7v7,Bronze South - Region 5
135,12542,"Nov 16, 2024
3:30 PM PST",Ross Valley Breakers FC Breakers 15G,-,Marin FC Marin FC G15Steel,"Manor Elementary - 150 Oak Manor Drive, Fairfax",Bronze South - Region 5
136,12529,"Nov 17, 2024
9:00 AM PST",North Marin United North Marin United '15 Girls Esteem,-,Ross Valley Breakers FC Breakers 15G,Hill Recreation Area - Field A,Bronze South - Region 5
137,12524,"Nov 17, 2024
10:00 AM PST",Marin FC Marin FC G15Steel,-,Mill Valley Soccer Club MVSC Rockers White 2015,College of Marin - Mackey Field (grass) -- 7v7 (U9/U10),Bronze South - Region 5
138,12543,"Nov 23, 2024
10:00 AM PST",Marin FC Marin FC G15Steel,-,Tiburon Peninsula Soccer Club TPSC Sharks 2015 Girls,College of Marin - Mackey Field (grass) -- 7v7 (U9/U10),Bronze South - Region 5
139,20268,"Aug 17, 2024
9:00 AM PDT",Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,1 - 0,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,Highlands Park - Highlands Park - Field H1 (7v7),Copper - Region 2
140,20269,"Aug 17, 2024
9:30 AM PDT",Santa Cruz Mid-County Youth Soccer Club SURF 15G,1 - 3,North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,Shoreline Middle School - Shoreline Middle 11v11,Copper - Region 2
141,20272,"Aug 17, 2024
1:00 PM PDT",Hollister Tremors Hollister Tremors 2015G Phoenix,3 - 3,Los Gatos United Soccer Club 2015G III,Hollister Tremors (No Dogs on Fields) - Field 4,Copper - Region 2
142,20270,"Aug 18, 2024
3:30 PM PDT",Almaden FC Almaden FC Quicksilver 15G Yellow,3 - 1,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,Pioneer High School (PINR) - Pioneer High School 1C,Copper - Region 2
143,20224,"Aug 24, 2024
3:30 PM PDT",De Anza Force Force 15G Elite,2 - 5,Santa Cruz United Football Club 2015G Blue,Anderson Elementary School - Front field Discovery,Copper - Region 2
144,20226,"Aug 24, 2024
4:10 PM PDT",Los Gatos United Soccer Club 2015G III,6 - 3,North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,Daves Avenue Elementary - 7v7 - Field B,Copper - Region 2
145,20223,"Aug 25, 2024
9:15 AM PDT",Almaden FC Almaden FC Quicksilver 15G Yellow,2 - 2,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,Pioneer High School (PINR) - Pioneer High School 1B,Copper - Region 2
146,20232,"Sep 07, 2024
8:50 AM PDT",Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,2 - 0,Santa Cruz Mid-County Youth Soccer Club SURF 15G,Highlands Park - Highlands Park - Field H1 (7v7),Copper - Region 2
147,20230,"Sep 07, 2024
9:00 AM PDT",Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,-,De Anza Force Force 15G Elite,Branciforte Middle School - B40 field 2,Copper - Region 2
148,20229,"Sep 07, 2024
12:00 PM PDT",North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,7 - 4,Hollister Tremors Hollister Tremors 2015G Phoenix,Piedmont Hills High School - Athletic Field #1,Copper - Region 2
149,20227,"Sep 07, 2024
2:15 PM PDT",Audax Soccer Club Audax 2015G Orange,4 - 0,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,Morgan Hill Outdoor Sports Complex (No Dogs)  - U1 (7 v 7),Copper - Region 2
150,20228,"Sep 08, 2024
9:00 AM PDT",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,6 - 1,Los Gatos United Soccer Club 2015G III,Freedom Elementary  - Freedom 9v9,Copper - Region 2
151,20235,"Sep 14, 2024
10:20 AM PDT",Los Gatos United Soccer Club 2015G III,-,Santa Cruz United Football Club 2015G Blue,Daves Avenue Elementary - 7v7 - Field B,Copper - Region 2
152,20234,"Sep 14, 2024
11:30 AM PDT",Hollister Tremors Hollister Tremors 2015G Phoenix,-,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,Hollister Tremors (No Dogs on Fields) - Field 4,Copper - Region 2
153,20237,"Sep 14, 2024
12:45 PM PDT",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,-,North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,Freedom Elementary  - Freedom,Copper - Region 2
154,20233,"Sep 14, 2024
3:30 PM PDT",De Anza Force Force 15G Elite,-,Santa Cruz Mid-County Youth Soccer Club SURF 15G,Anderson Elementary School - Front field Discovery,Copper - Region 2
155,20236,"Sep 14, 2024
4:00 PM PDT",Audax Soccer Club Audax 2015G Orange,-,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,Morgan Hill Outdoor Sports Complex (No Dogs)  - U1 (7 v 7),Copper - Region 2
156,20231,"Sep 15, 2024
10:00 AM PDT",Santa Cruz United Football Club 2015G Blue,-,Almaden FC Almaden FC Quicksilver 15G Yellow,Cabrillo College - Cabrillo Backfield 7v7 #1,Copper - Region 2
157,20239,"Sep 21, 2024
9:00 AM PDT",Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,-,Los Gatos United Soccer Club 2015G III,Branciforte Middle School - B40 field 2,Copper - Region 2
158,20238,"Sep 21, 2024
10:15 AM PDT",North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,-,Audax Soccer Club Audax 2015G Orange,Piedmont Hills High School - Athletic Field #1,Copper - Region 2
159,20241,"Sep 21, 2024
11:20 AM PDT",Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,-,De Anza Force Force 15G Elite,Skypark - Skypark - Field 1 (7v7),Copper - Region 2
160,20240,"Sep 21, 2024
4:45 PM PDT",Santa Cruz United Football Club 2015G Blue,-,Hollister Tremors Hollister Tremors 2015G Phoenix,Shoreline Middle School - Shoreline Middle 7v7 B,Copper - Region 2
161,20274,"Sep 22, 2024
12:00 PM PDT",Santa Cruz United Football Club 2015G Blue,-,Audax Soccer Club Audax 2015G Orange,Cabrillo College - Cabrillo Backfield 7v7 #2,Copper - Region 2
162,20246,"Oct 05, 2024
9:00 AM PDT",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,-,Santa Cruz United Football Club 2015G Blue,Freedom Elementary  - Freedom,Copper - Region 2
163,20245,"Oct 05, 2024
11:15 AM PDT",Audax Soccer Club Audax 2015G Orange,-,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,Morgan Hill Outdoor Sports Complex (No Dogs)  - U1 (7 v 7),Copper - Region 2
164,20244,"Oct 05, 2024
11:30 AM PDT",Los Gatos United Soccer Club 2015G III,-,Santa Cruz Mid-County Youth Soccer Club SURF 15G,Daves Avenue Elementary - 7v7 - Field B,Copper - Region 2
165,20247,"Oct 05, 2024
12:50 PM PDT",North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,-,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,Piedmont Hills High School - Athletic Field #1,Copper - Region 2
166,20243,"Oct 06, 2024
9:00 AM PDT",Hollister Tremors Hollister Tremors 2015G Phoenix,-,Almaden FC Almaden FC Quicksilver 15G Yellow,Hollister Tremors (No Dogs on Fields) - Field 4,Copper - Region 2
167,20252,"Oct 12, 2024
9:10 AM PDT",Los Gatos United Soccer Club 2015G III,-,Audax Soccer Club Audax 2015G Orange,Daves Avenue Elementary - 7v7 - Field B,Copper - Region 2
168,20248,"Oct 12, 2024
9:40 AM PDT",Santa Cruz Mid-County Youth Soccer Club SURF 15G,-,Santa Cruz United Football Club 2015G Blue,Shoreline Middle School - Shoreline Middle 7v7 B,Copper - Region 2
169,20251,"Oct 12, 2024
12:45 PM PDT",Hollister Tremors Hollister Tremors 2015G Phoenix,-,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,Hollister Tremors (No Dogs on Fields) - Field 4,Copper - Region 2
170,20250,"Oct 12, 2024
2:15 PM PDT",De Anza Force Force 15G Elite,-,North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,Anderson Elementary School - Front field Discovery,Copper - Region 2
171,20249,"Oct 12, 2024
3:45 PM PDT",Almaden FC Almaden FC Quicksilver 15G Yellow,-,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,Pioneer High School (PINR) - Pioneer High School 1C,Copper - Region 2
172,20257,"Oct 19, 2024
9:00 AM PDT",Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,-,Santa Cruz United Football Club 2015G Blue,Branciforte Middle School - B40 field 1,Copper - Region 2
173,20256,"Oct 19, 2024
2:00 PM PDT",North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,-,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,Piedmont Hills High School - Athletic Field #1,Copper - Region 2
174,20254,"Oct 19, 2024
2:30 PM PDT",Audax Soccer Club Audax 2015G Orange,-,Almaden FC Almaden FC Quicksilver 15G Yellow,Gilroy Sports Park - Field A3 7v7,Copper - Region 2
175,20253,"Oct 19, 2024
3:00 PM PDT",Los Gatos United Soccer Club 2015G III,-,De Anza Force Force 15G Elite,Daves Avenue Elementary - 7v7 - Field B,Copper - Region 2
176,20255,"Oct 19, 2024
3:00 PM PDT",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,-,Santa Cruz Mid-County Youth Soccer Club SURF 15G,Freedom Elementary  - Freedom,Copper - Region 2
177,20273,"Oct 26, 2024
9:00 AM PDT",Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,-,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,Branciforte Middle School - B40 field 1,Copper - Region 2
178,20266,"Nov 09, 2024
9:00 AM PST",Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,-,Santa Cruz Mid-County Youth Soccer Club SURF 15G,Branciforte Middle School - B40 field 1,Copper - Region 2
179,20225,"Nov 09, 2024
10:15 AM PST",Hollister Tremors Hollister Tremors 2015G Phoenix,-,Santa Cruz City Soccer Club SANTA CRUZ JAWS 15 WHITE,Hollister Tremors (No Dogs on Fields) - Field 4,Copper - Region 2
180,20271,"Nov 09, 2024
2:00 PM PST",De Anza Force Force 15G Elite,-,Audax Soccer Club Audax 2015G Orange,Anderson Elementary School - Front field Discovery,Copper - Region 2
181,20262,"Nov 16, 2024
9:45 AM PST",De Anza Force Force 15G Elite,-,Hollister Tremors Hollister Tremors 2015G Phoenix,Anderson Elementary School - Front field Discovery,Copper - Region 2
182,20260,"Nov 16, 2024
9:45 AM PST",Santa Cruz Mid-County Youth Soccer Club SURF 15G,-,Audax Soccer Club Audax 2015G Orange,Shoreline Middle School - Shoreline Middle 7v7 B,Copper - Region 2
183,20261,"Nov 16, 2024
1:00 PM PST",Almaden FC Almaden FC Quicksilver 15G Yellow,-,Los Gatos United Soccer Club 2015G III,Pioneer High School (PINR) - Pioneer High School 1A,Copper - Region 2
184,20259,"Nov 16, 2024
2:50 PM PST",Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,-,Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,Skypark - Skypark - Field 1 (7v7),Copper - Region 2
185,20258,"Nov 16, 2024
4:45 PM PST",Santa Cruz United Football Club 2015G Blue,-,North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,Shoreline Middle School - Shoreline Middle 7v7 A,Copper - Region 2
186,20242,"Nov 17, 2024
10:30 AM PST",Santa Cruz Mid-County Youth Soccer Club SURF 15G,-,Almaden FC Almaden FC Quicksilver 15G Yellow,Shoreline Middle School - Shoreline Middle 7v7 A,Copper - Region 2
187,20263,"Nov 23, 2024
11:30 AM PST",Audax Soccer Club Audax 2015G Orange,-,Hollister Tremors Hollister Tremors 2015G Phoenix,Morgan Hill Outdoor Sports Complex (No Dogs)  - U1 (7 v 7),Copper - Region 2
188,20264,"Nov 23, 2024
1:30 PM PST",Pajaro Valley Youth Soccer Club Pajaro Valley YSC PV United 15G Red,-,De Anza Force Force 15G Elite,Freedom Elementary  - Freedom,Copper - Region 2
189,20265,"Nov 23, 2024
1:40 PM PST",North Valley Youth Soccer League NV/SJ United 15G White Ladybugs,-,Almaden FC Almaden FC Quicksilver 15G Yellow,Piedmont Hills High School - Athletic Field #1,Copper - Region 2
190,20267,"Nov 23, 2024
4:45 PM PST",Santa Cruz United Football Club 2015G Blue,-,Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,Shoreline Middle School - Shoreline Middle 7v7 B,Copper - Region 2
191,20276,"Dec 07, 2024
9:45 AM PST",Santa Cruz Mid-County Youth Soccer Club SURF 15G,-,Hollister Tremors Hollister Tremors 2015G Phoenix,Shoreline Middle School - Shoreline Middle 7v7 A,Copper - Region 2
192,20275,"Dec 07, 2024
10:00 AM PST",Scotts Valley San Lorenzo Valley Youth Soccer Club Valley United 15G,-,Los Gatos United Soccer Club 2015G III,Skypark - Skypark - Field 1 (7v7),Copper - Region 2
193,20277,"Dec 07, 2024",Almaden FC Almaden FC Quicksilver 15G Yellow,-,De Anza Force Force 15G Elite,,Copper - Region 2
194,24067,"Aug 24, 2024
12:40 PM PDT",Alameda Soccer Club Alameda SC Islanders 15G Red,3 - 5,Mustang Soccer Mustang SC Thunder Cats 15F,Alameda Point Fields - AP Field 5,Silver - Region 4
195,24068,"Aug 24, 2024
1:50 PM PDT",Piedmont SC Highlanders 2015G White,1 - 6,East Bay United EBUSC Bay Oaks 15G Premier,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Silver - Region 4
196,24094,"Aug 25, 2024
2:20 PM PDT",Mustang Soccer Mustang SC Thunder Cats 15F,2 - 1,Eastshore Alliance FC Alliance 2015G Navy,Sycamore Valley Park - Sycamore Park #1B,Silver - Region 4
197,24070,"Sep 07, 2024
10:40 AM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,4 - 2,Eastshore Alliance FC Alliance 2015G Navy,Stonebrae Elementary School - Stonebrae Upper Turf Field 2 B,Silver - Region 4
198,24072,"Sep 07, 2024
11:30 AM PDT",East Bay United EBUSC Bay Oaks 15G Premier,1 - 6,Alameda Soccer Club Alameda SC Islanders 15G Red,Alameda Point Fields - AP Field 5,Silver - Region 4
199,24071,"Sep 07, 2024
1:50 PM PDT",Clippers FC 2015 Girls Red,10 - 1,Piedmont SC Highlanders 2015G White,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Silver - Region 4
200,24073,"Sep 13, 2024
6:00 PM PDT",Mustang Soccer Mustang SC Thunder Cats 15F,-,East Bay United EBUSC Bay Oaks 15G Premier,Sycamore Valley Park - Sycamore Park #1A,Silver - Region 4
201,24083,"Sep 14, 2024
10:00 AM PDT",Eastshore Alliance FC Alliance 2015G Navy,-,Mustang Soccer Mustang SC Thunder Cats 15F,Cerrito Vista Park - Cerrito Vista Park B (7v7),Silver - Region 4
202,24075,"Sep 14, 2024
10:40 AM PDT",Piedmont SC Highlanders 2015G White,-,Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,Beach Turf Play Field - Beach Turf Playfield,Silver - Region 4
203,24077,"Sep 21, 2024
8:00 AM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,-,Alameda Soccer Club Alameda SC Islanders 15G Red,Stonebrae Elementary School - Stonebrae Upper Turf Field 2 B,Silver - Region 4
204,24074,"Sep 21, 2024
1:40 PM PDT",Alameda Soccer Club Alameda SC Islanders 15G Red,-,Clippers FC 2015 Girls Red,Ruby Bridges Elementary School (Bayport Fields) - Bayport West,Silver - Region 4
205,24076,"Sep 21, 2024
2:30 PM PDT",Eastshore Alliance FC Alliance 2015G Navy,-,Piedmont SC Highlanders 2015G White,Cerrito Vista Park - Cerrito Vista Park B (7v7),Silver - Region 4
206,24093,"Sep 22, 2024
4:00 PM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,-,Piedmont SC Highlanders 2015G White,Stonebrae Elementary School - Stonebrae Upper Turf Field 2A,Silver - Region 4
207,24078,"Sep 28, 2024
9:10 AM PDT",Clippers FC 2015 Girls Red,-,Mustang Soccer Mustang SC Thunder Cats 15F,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Silver - Region 4
208,24080,"Oct 05, 2024
10:50 AM PDT",Mustang Soccer Mustang SC Thunder Cats 15F,-,Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,Sycamore Valley Park - Sycamore Park #1A,Silver - Region 4
209,24081,"Oct 05, 2024
11:20 AM PDT",Alameda Soccer Club Alameda SC Islanders 15G Red,-,Eastshore Alliance FC Alliance 2015G Navy,Ruby Bridges Elementary School (Bayport Fields) - Bayport West,Silver - Region 4
210,24079,"Oct 05, 2024
11:30 AM PDT",East Bay United EBUSC Bay Oaks 15G Premier,-,Clippers FC 2015 Girls Red,Alameda Point Fields - AP Field 4,Silver - Region 4
211,24069,"Oct 06, 2024
10:00 AM PDT",Eastshore Alliance FC Alliance 2015G Navy,-,Clippers FC 2015 Girls Red,Cerrito Vista Park - Cerrito Vista Park B (7v7),Silver - Region 4
212,24082,"Oct 12, 2024
9:30 AM PDT",Piedmont SC Highlanders 2015G White,-,Alameda Soccer Club Alameda SC Islanders 15G Red,Beach Turf Play Field - Beach Turf Playfield,Silver - Region 4
213,24084,"Oct 12, 2024
1:20 PM PDT",Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,-,East Bay United EBUSC Bay Oaks 15G Premier,Stonebrae Elementary School - Stonebrae Upper Turf Field 2A,Silver - Region 4
214,24090,"Oct 13, 2024
11:20 AM PDT",Alameda Soccer Club Alameda SC Islanders 15G Red,-,East Bay United EBUSC Bay Oaks 15G Premier,Ruby Bridges Elementary School (Bayport Fields) - Bayport West,Silver - Region 4
215,24085,"Oct 19, 2024
8:00 AM PDT",Clippers FC 2015 Girls Red,-,Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Silver - Region 4
216,24086,"Oct 19, 2024
9:10 AM PDT",East Bay United EBUSC Bay Oaks 15G Premier,-,Eastshore Alliance FC Alliance 2015G Navy,Alameda Point Fields - AP Field 5,Silver - Region 4
217,24087,"Oct 19, 2024
2:20 PM PDT",Mustang Soccer Mustang SC Thunder Cats 15F,-,Piedmont SC Highlanders 2015G White,Sycamore Valley Park - Sycamore Park #1A,Silver - Region 4
218,24088,"Nov 16, 2024
9:50 AM PST",Eastshore Alliance FC Alliance 2015G Navy,-,Castro Valley Soccer Club Castro Valley SC CVSC United Green 2015 G,Tom Bates Regional Sports Complex - South Turf Field B (9v9/7v7),Silver - Region 4
219,24089,"Nov 16, 2024
2:10 PM PST",Piedmont SC Highlanders 2015G White,-,Clippers FC 2015 Girls Red,Beach Turf Play Field - Beach Turf Playfield,Silver - Region 4
220,24091,"Nov 17, 2024
9:10 AM PST",East Bay United EBUSC Bay Oaks 15G Premier,-,Mustang Soccer Mustang SC Thunder Cats 15F,Alameda Point Fields - AP Field 4,Silver - Region 4
221,24092,"Nov 17, 2024
12:40 PM PST",Clippers FC 2015 Girls Red,-,Alameda Soccer Club Alameda SC Islanders 15G Red,Bret Hart Middle School (Oakland) - Bret Hart (U9/U10),Silver - Region 4
222,16343,"Aug 24, 2024
9:30 AM PDT",Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Elite Team,0 - 3,WSC Crush WSC Crush 15 Girls Black,Greer Park (Original) - Greer 4,Silver Region 1 - South
223,16345,"Aug 24, 2024
10:30 AM PDT",Peninsula Youth Soccer Peninsula SC Tornadoes Blue 15G,3 - 0,PSV Union FC Academy PSV Union FC Academy 2015/2016,Catamaran Park  - East,Silver Region 1 - South
224,16344,"Aug 24, 2024
2:30 PM PDT",Allstars United 15G Red,0 - 0,Palo Alto SC Palo Alto SC 15G White,Congress Springs Park - 7v7 #2,Silver Region 1 - South
225,16346,"Sep 07, 2024
10:00 AM PDT",Stanford Strikers FC Stanford Strikers 15G Black,5 - 0,Peninsula Youth Soccer Peninsula SC Tornadoes Blue 15G,Ramos Park - 7v7,Silver Region 1 - South
226,16348,"Sep 07, 2024
4:00 PM PDT",Palo Alto SC Palo Alto SC 15G White,1 - 0,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Elite Team,Cubberley Community Center - West,Silver Region 1 - South
227,16368,"Sep 08, 2024
4:00 PM PDT",PSV Union FC Academy PSV Union FC Academy 2015/2016,1 - 4,Ace Athletics Youth Soccer Academy AAYSA Jaguars 15G Elite Team,Peers - Peers,Silver Region 1 - South
228,16351,"Sep 14, 2024
9:00 AM PDT",Allstars United 15G Red,-,Stanford Strikers FC Stanford Strikers 15G Black,Congress Springs Park - 7v7 #3,Silver Region 1 - South
229,16349,"Sep 14, 2024
5:00 PM PDT",WSC Crush WSC Crush 15 Girls Black,-,Palo Alto SC Palo Alto SC 15G White,Woodside Elementary School  -  Grass 7v7,Silver Region 1 - South
